district,square,price
Московский район,142.0,36840000
Московский район,142.0,37242000
Московский район,142.1,16000000
Пушкинский район,143.2,27900000
Московский район,144.3,38600000
Московский район,145.4,37670000
Московский район,145.4,38085000
Приморский район,145.4,30400000
Московский район,146.4,35750000
Московский район,149.5,40470000
Московский район,150.1,38490000
Московский район,150.2,37750000
Московский район,150.2,39692000
Приморский район,153.5,45000000
Приморский район,154.5,57700000
Московский район,154.8,40000000
Московский район,155.5,39880000
Московский район,155.5,40300000
Московский район,155.5,41926000
Московский район,155.6,42500000
Московский район,156.0,38000000
Московский район,156.5,39330000
Приморский район,157.0,62500000
Московский район,158.1,41950000
Московский район,159.1,40800000
Приморский район,160.0,22000000
Приморский район,160.2,30500000
Московский район,160.6,51400000
Московский район,163.4,41990000
Московский район,164.0,39500000
Московский район,165.0,38500000
Приморский район,166.0,46480000
Приморский район,167.0,65000000
Приморский район,168.0,42000000
Приморский район,174.0,41600000
Приморский район,197.3,25600000
Приморский район,200.0,66000000
Приморский район,222.5,67500000
Приморский район,230.0,79900000
Московский район,237.0,63000000
Московский район,251.0,39600000
Пушкинский район,292.0,35000000
Пушкинский район,345.0,85000000
Московский район,355.5,47500000
Московский район,355.5,60000000
